Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Aggr Start 1 Active (on/off),Aggr Start 2 Active (on/off),Boost (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Closed Loop Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv (�),Feedback Knock (�),Fine Knock Learn (�),Fuel Mode (mode),Gear Position (Gear),Ignition Timing (�),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),MAF Corr (g/s),MAF VE (%),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),Throttle Pos (%),Wastegate Duty (%), AP Info:[AP3-SUB-004 v1.7.4.0-17408][2018 USDM WRX MT COBB Custom Features Gen1][Reflash: Stage1+BigSF 91 v350 HWG.ptm - Realtime: Stage1+BigSF 91 v350 HWG.ptm]
477.643,-1.56,11.72,14.66,off,off,-10.19,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.72,63,86,3.33,65.14,0.94,4.46,200,840,0.00,4.7,0.00,0
477.707,-1.56,11.72,14.66,off,off,-10.20,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.72,63,86,3.33,65.14,0.92,4.45,200,841,0.00,4.7,0.00,0
477.772,-1.56,11.72,14.69,off,off,-10.19,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.72,63,86,3.34,65.15,0.90,4.46,200,845,0.00,4.7,0.00,0
477.826,-1.56,11.72,14.69,off,off,-10.21,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.72,63,86,3.33,65.15,0.88,4.44,200,844,0.00,4.7,0.00,0
477.891,-0.78,11.72,14.70,off,off,-10.22,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.72,63,86,3.30,65.15,0.94,4.43,200,839,0.00,4.7,0.00,0
477.948,-0.78,11.72,14.73,off,off,-10.21,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.71,63,86,3.27,65.15,0.92,4.43,200,837,0.00,4.7,0.00,0
478.007,-0.78,11.72,14.73,off,off,-10.22,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.71,63,86,3.26,65.15,0.94,4.43,200,837,0.00,4.7,0.00,0
478.064,-0.78,11.72,14.75,off,off,-10.23,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,2.50,0.71,63,86,3.25,65.15,0.94,4.42,200,836,0.00,4.7,0.00,0
478.123,0.00,11.72,14.77,off,off,-10.24,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.71,63,86,3.25,65.15,0.94,4.41,200,835,0.00,4.7,0.00,0
478.183,0.00,11.72,14.77,off,off,-10.24,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.71,63,86,3.25,65.15,0.94,4.41,200,836,0.00,4.7,0.00,0
478.248,0.00,11.72,14.80,off,off,-10.23,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.71,63,86,3.24,65.15,0.94,4.42,200,833,0.00,4.7,0.00,0
478.304,0.00,11.72,14.80,off,off,-10.25,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.71,63,86,3.22,65.14,0.96,4.40,200,828,0.00,4.7,0.00,0
478.372,0.78,11.72,14.84,off,off,-10.23,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.70,63,86,3.20,65.13,0.92,4.42,200,822,0.00,4.7,0.00,0
478.430,0.78,11.72,14.83,off,off,-10.24,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.50,0.70,63,86,3.20,65.13,0.94,4.41,200,820,0.00,4.7,0.00,0
478.487,0.78,11.72,14.83,off,off,-10.22,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.00,0.70,63,86,3.21,65.13,0.96,4.43,200,820,0.00,4.7,0.00,0
478.543,0.78,11.72,14.86,off,off,-10.21,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.00,0.70,63,86,3.23,65.13,0.94,4.44,200,823,0.00,4.7,0.00,0
478.607,1.56,11.72,14.83,off,off,-10.22,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.50,0.70,63,86,3.24,65.13,0.94,4.43,200,824,0.00,4.7,0.00,0
478.664,1.56,11.72,14.85,off,off,-10.21,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.50,0.70,63,86,3.25,65.12,0.94,4.44,200,823,0.00,4.7,0.00,0
478.724,1.56,11.72,14.85,off,off,-10.22,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.50,0.70,63,86,3.25,65.13,0.90,4.43,200,824,0.00,4.7,0.00,0
478.791,1.56,11.72,14.84,off,off,-10.22,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.50,0.70,63,86,3.26,65.13,0.94,4.43,200,823,0.00,4.7,0.00,0
478.846,1.56,11.72,14.84,off,off,-10.21,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.50,0.70,63,86,3.27,65.13,0.92,4.43,200,824,0.00,4.7,0.00,0
478.912,1.56,11.72,14.80,off,off,-10.23,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.50,0.70,63,86,3.28,65.14,0.94,4.41,200,827,0.00,4.7,0.00,0
478.970,2.34,11.72,14.83,off,off,-10.23,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.50,0.70,63,86,3.29,65.14,0.92,4.42,200,826,0.00,4.7,0.00,0
479.025,2.34,11.72,14.80,off,off,-10.24,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.50,0.71,63,86,3.31,65.15,0.94,4.41,200,830,0.00,4.7,0.00,0
479.086,2.34,11.72,14.79,off,off,-10.24,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.71,63,86,3.31,65.15,0.94,4.41,200,830,0.00,4.7,0.00,0
479.151,2.34,11.72,14.78,off,off,-10.25,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.50,0.71,63,86,3.33,65.15,0.96,4.40,200,832,0.00,4.7,0.00,0
479.206,2.34,11.72,14.75,off,off,-10.26,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.71,63,86,3.33,65.16,0.90,4.38,200,833,0.00,4.3,0.00,0
479.264,2.34,11.72,14.76,off,off,-10.27,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.71,63,86,3.34,65.16,0.92,4.38,200,833,0.00,4.3,0.00,0
479.323,2.34,11.72,14.74,off,off,-10.26,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.71,63,86,3.35,65.16,0.94,4.39,200,835,0.00,4.3,0.00,0
479.383,3.12,11.72,14.73,off,off,-10.28,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.71,63,86,3.33,65.16,0.96,4.37,200,831,0.00,4.3,0.00,0
479.443,3.12,11.72,14.72,off,off,-10.28,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.71,63,86,3.35,65.16,0.94,4.36,200,833,0.00,4.3,0.00,0
479.511,3.12,11.72,14.69,off,off,-10.29,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.71,63,86,3.34,65.16,0.96,4.36,200,833,0.00,4.3,0.00,0
479.568,3.12,11.72,14.69,off,off,-10.30,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.71,63,86,3.34,65.17,0.94,4.35,200,834,0.00,4.3,0.00,0
479.624,3.12,11.72,14.66,off,off,-10.31,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.71,63,86,3.33,65.17,0.92,4.34,200,834,0.00,4.3,0.00,0
479.683,3.12,11.72,14.64,off,off,-10.31,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.71,63,86,3.32,65.17,0.92,4.34,200,832,0.00,4.3,0.00,0
479.751,3.12,11.72,14.61,off,off,-10.33,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.71,63,86,3.31,65.18,0.92,4.32,200,832,0.00,4.3,0.00,0
479.807,3.12,11.72,14.56,off,off,-10.32,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.00,0.71,63,86,3.29,65.17,0.92,4.33,200,828,0.00,4.3,0.00,0
479.864,3.12,11.72,14.54,off,off,-10.32,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.50,0.71,63,86,3.29,65.17,0.94,4.33,200,828,0.00,4.3,0.00,0
479.931,3.12,11.72,14.50,off,off,-10.33,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.50,0.71,63,86,3.30,65.18,0.94,4.32,200,828,0.00,4.3,0.00,0
479.988,3.12,11.72,14.47,off,off,-10.32,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.50,0.70,63,86,3.29,65.17,0.94,4.33,200,826,0.00,4.3,0.00,0
480.047,3.12,11.72,14.45,off,off,-10.33,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.50,0.71,63,86,3.30,65.18,0.92,4.32,200,827,0.00,4.3,0.00,0
480.108,3.12,11.72,14.40,off,off,-10.32,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.50,0.71,63,86,3.27,65.17,0.92,4.33,200,821,0.00,4.3,0.00,0
480.165,3.12,11.72,14.39,off,off,-10.32,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.50,0.70,63,86,3.28,65.17,0.88,4.33,200,822,0.00,4.3,0.00,0
480.244,3.12,11.72,14.35,off,off,-10.31,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.50,0.70,63,86,3.28,65.16,0.84,4.34,200,822,0.00,4.3,0.00,0
480.298,3.12,11.72,14.32,off,off,-10.32,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.50,0.70,63,86,3.27,65.17,0.90,4.33,200,821,0.00,4.3,0.00,0
480.363,3.12,11.72,14.29,off,off,-10.34,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.00,0.70,63,86,3.27,65.19,0.90,4.31,200,826,0.00,4.3,0.00,0
480.419,2.34,11.72,14.26,off,off,-10.36,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.50,0.70,63,86,3.25,65.20,0.86,4.29,200,822,0.00,4.3,0.00,0
480.477,2.34,11.72,14.22,off,off,-10.37,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.00,0.70,63,86,3.26,65.20,0.90,4.28,200,822,0.00,4.3,0.00,0
480.545,2.34,11.72,14.20,off,off,-10.36,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,3.50,0.70,63,86,3.25,65.19,0.96,4.29,200,819,0.00,4.3,0.00,0
480.604,2.34,11.72,14.16,off,off,-10.35,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.00,0.70,63,86,3.25,65.19,0.88,4.29,200,819,0.00,4.3,0.00,0
480.664,2.34,11.72,14.16,off,off,-10.35,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.00,0.70,63,86,3.26,65.19,0.90,4.29,200,821,0.00,4.3,0.00,0
480.729,2.34,11.72,14.13,off,off,-10.35,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.00,0.70,63,86,3.25,65.19,0.90,4.30,200,816,0.00,4.3,0.00,0
480.784,2.34,11.72,14.11,off,off,-10.35,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.00,0.70,63,86,3.25,65.19,0.92,4.29,200,815,0.00,4.3,0.00,0
480.851,2.34,11.72,14.12,off,off,-10.34,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.00,0.69,63,86,3.24,65.18,0.92,4.31,200,811,0.00,4.3,0.00,0
480.905,2.34,11.72,14.08,off,off,-10.34,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.50,0.69,63,86,3.25,65.18,0.92,4.31,200,811,0.00,4.3,0.00,0
480.964,1.56,11.72,14.08,off,off,-10.33,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.50,0.69,63,86,3.24,65.17,0.90,4.32,200,809,0.00,4.3,0.00,0
481.032,1.56,11.72,14.07,off,off,-10.33,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.50,0.69,63,86,3.25,65.17,0.90,4.32,200,808,0.00,4.3,0.00,0
481.086,1.56,11.72,14.04,off,off,-10.33,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,5.00,0.69,63,86,3.26,65.17,0.92,4.32,200,811,0.00,4.3,0.00,0
481.151,1.56,11.72,14.06,off,off,-10.32,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.50,0.69,63,86,3.26,65.17,0.94,4.33,200,809,0.00,4.3,0.00,0
481.206,1.56,11.72,14.02,off,off,-10.32,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.50,0.69,63,86,3.27,65.16,0.92,4.33,200,811,0.00,4.3,0.00,0
481.264,1.56,11.72,14.02,off,off,-10.32,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.50,0.69,63,86,3.27,65.16,0.92,4.33,200,810,0.00,4.3,0.00,0
481.339,1.56,11.72,14.00,off,off,-10.33,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.50,0.69,63,86,3.27,65.16,0.86,4.32,200,809,0.00,4.3,0.00,0
481.384,1.56,11.72,13.99,off,off,-10.33,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.50,0.69,63,86,3.28,65.17,0.88,4.32,200,812,0.00,4.3,0.00,0
481.448,0.78,11.72,13.98,off,off,-10.33,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.50,0.69,63,86,3.28,65.17,0.88,4.32,200,811,0.00,4.3,0.00,0
481.513,0.78,11.72,13.96,off,off,-10.34,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.50,0.69,63,86,3.28,65.18,0.88,4.31,200,813,0.00,4.3,0.00,0
481.569,0.78,11.72,13.94,off,off,-10.33,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.50,0.69,63,86,3.26,65.17,0.90,4.32,200,812,0.00,4.3,0.00,0
481.624,0.78,11.72,13.94,off,off,-10.34,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.50,0.69,63,86,3.25,65.18,0.88,4.31,200,811,0.00,4.3,0.00,0
481.692,0.78,11.72,13.93,off,off,-10.34,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.50,0.69,63,86,3.24,65.18,0.92,4.31,200,811,0.00,4.3,0.00,0
481.746,0.78,11.72,13.91,off,off,-10.34,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.50,0.69,63,86,3.23,65.18,0.92,4.31,200,811,0.00,4.3,0.00,0
481.813,0.78,11.72,13.90,off,off,-10.35,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.50,0.69,63,86,3.22,65.18,0.90,4.30,200,810,0.00,4.3,0.00,0
481.868,0.00,11.72,13.87,off,off,-10.35,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.50,0.69,63,86,3.21,65.18,0.92,4.30,200,809,0.00,4.3,0.00,0
481.926,0.00,11.72,13.86,off,off,-10.35,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.50,0.69,63,86,3.21,65.18,0.90,4.30,200,808,0.00,4.3,0.00,0
481.993,0.00,11.72,13.86,off,off,-10.36,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,4.50,0.69,63,86,3.20,65.19,0.88,4.29,200,808,0.00,4.3,0.00,0
482.046,0.00,11.72,13.82,off,off,-10.35,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,5.00,0.69,63,86,3.19,65.18,0.92,4.30,200,804,0.00,4.3,0.00,0
482.114,0.00,11.72,13.82,off,off,-10.36,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,5.00,0.69,63,86,3.19,65.19,0.88,4.29,200,805,0.00,4.3,0.00,0
482.184,0.00,11.72,13.82,off,off,-10.35,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,5.00,0.69,63,86,3.18,65.18,0.90,4.30,200,803,0.00,4.3,0.00,0
482.251,-0.78,11.72,13.82,off,off,-10.35,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,5.00,0.69,63,86,3.19,65.18,0.90,4.29,200,804,0.00,4.3,0.00,0
482.306,-0.78,11.72,13.79,off,off,-10.35,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,5.00,0.69,63,86,3.18,65.18,0.94,4.30,200,802,0.00,4.3,0.00,0
482.371,-0.78,11.72,13.82,off,off,-10.34,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.68,63,86,3.18,65.17,0.88,4.31,200,802,0.00,4.3,0.00,0
482.430,-0.78,11.72,13.78,off,off,-10.35,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.68,63,86,3.18,65.18,0.84,4.30,200,803,0.00,4.3,0.00,0
482.487,-0.78,11.72,13.81,off,off,-10.35,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.68,63,86,3.17,65.18,0.90,4.30,200,800,0.00,4.3,0.00,0
482.553,-0.78,11.72,13.82,off,off,-10.35,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.68,63,86,3.19,65.18,0.88,4.29,200,803,0.00,4.3,0.00,0
482.607,-1.56,11.72,13.80,off,off,-10.34,14.18,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.68,63,86,3.18,65.17,0.92,4.31,200,801,0.00,4.3,0.00,0
482.664,-1.56,11.72,13.83,off,off,-10.34,14.20,0.23,on,14.15,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.68,63,86,3.17,65.20,0.92,4.31,200,799,0.00,4.3,0.00,0
482.733,-1.56,11.72,13.81,off,off,-10.35,14.26,0.23,on,14.70,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.68,63,86,3.18,65.18,0.88,4.29,200,800,0.00,4.3,0.00,0
482.790,-1.56,11.72,13.84,off,off,-10.36,14.32,0.23,on,14.70,194,1.000,0.00,0.00,0.00,1.0,0,5.50,0.68,63,86,3.17,65.30,0.86,4.29,200,795,0.00,4.3,0.00,0
482.848,-2.34,11.72,13.85,off,off,-10.36,14.38,0.23,on,14.70,194,1.000,0.00,0.00,0.00,1.0,0,6.00,0.68,63,86,3.17,65.33,0.90,4.29,200,794,0.00,4.3,0.00,0
482.913,-2.34,11.72,13.84,off,off,-10.35,14.44,0.23,on,14.70,194,1.000,0.00,0.00,0.00,1.0,0,6.00,0.68,63,86,3.16,65.40,0.92,4.30,200,790,0.00,4.3,0.00,0
482.967,-3.12,11.72,13.87,off,off,-10.34,14.50,0.23,on,14.70,194,1.000,0.00,0.00,0.00,1.0,0,6.00,0.67,63,86,3.17,65.36,0.88,4.31,200,791,0.00,4.3,0.00,0
483.027,-3.12,11.72,13.87,off,off,-10.33,14.57,0.23,on,14.70,194,1.000,0.00,0.00,0.00,1.0,0,6.00,0.67,63,86,3.18,65.40,0.88,4.32,200,789,0.00,4.3,0.00,0
483.105,-3.91,11.72,13.88,off,off,-10.31,14.63,0.23,on,14.70,194,1.000,0.00,0.00,0.00,1.0,0,6.00,0.67,63,86,3.18,65.43,0.90,4.34,200,786,0.00,4.3,0.00,0
483.169,-3.91,11.72,13.92,off,off,-10.30,14.71,0.23,on,14.70,194,1.000,0.00,0.00,0.00,1.0,0,6.00,0.67,63,86,3.20,65.35,0.92,4.35,200,790,0.00,4.3,0.00,0
483.231,-4.69,11.72,13.91,off,off,-10.29,14.75,0.23,on,14.76,194,1.000,0.00,0.00,0.00,1.0,0,6.50,0.67,63,86,3.19,65.47,0.90,4.36,200,784,0.00,4.3,0.00,0
483.287,-4.69,11.72,13.93,off,off,-10.28,14.75,0.23,on,14.76,194,1.000,0.00,0.00,0.00,1.0,0,6.00,0.67,63,86,3.19,65.50,0.92,4.37,200,782,0.00,4.3,0.00,0
483.345,-4.69,11.72,13.97,off,off,-10.27,14.75,0.23,on,14.76,194,1.000,0.00,0.00,0.00,1.0,0,6.00,0.67,63,86,3.19,65.48,0.94,4.38,200,783,0.00,4.3,0.00,0
483.404,-4.69,11.72,13.95,off,off,-10.27,14.75,0.23,on,14.76,194,1.000,0.00,0.00,0.00,1.0,0,6.00,0.66,63,86,3.20,65.55,0.94,4.38,200,780,0.00,4.3,0.00,0
483.471,-4.69,11.72,14.01,off,off,-10.27,14.75,0.25,on,14.70,194,1.000,0.00,0.00,0.00,1.0,0,6.00,0.67,63,86,3.22,65.49,0.92,4.38,200,782,0.00,4.3,0.00,0
483.525,-5.47,11.72,14.02,off,off,-10.25,14.75,0.25,on,14.70,194,1.000,0.00,0.00,0.00,1.0,0,6.50,0.66,63,86,3.23,65.57,0.92,4.40,200,779,0.00,4.3,0.00,0
483.596,-5.47,11.72,14.05,off,off,-10.24,14.75,0.25,on,14.70,194,1.000,0.00,0.00,0.00,1.0,0,6.50,0.66,63,86,3.24,65.61,0.94,4.41,200,777,0.00,4.3,0.00,0
483.665,-5.47,11.72,14.10,off,off,-10.23,14.75,0.25,on,14.70,194,1.000,0.00,0.00,0.00,1.0,0,6.50,0.66,63,86,3.25,65.56,0.94,4.42,200,779,0.00,4.3,0.00,0
483.724,-5.47,11.72,14.11,off,off,-10.23,14.75,0.25,on,14.70,194,1.000,0.00,0.00,0.00,1.0,0,-4.00,0.66,63,86,3.21,65.53,0.84,4.42,200,780,0.00,3.1,0.00,0
483.800,-5.47,11.72,14.14,off,off,-10.34,14.75,0.23,on,14.76,194,1.000,0.00,0.00,0.00,1.0,0,-4.50,0.66,63,86,3.15,65.57,0.78,4.31,200,781,0.00,3.5,0.00,0
483.844,-5.47,11.72,14.19,off,off,-10.39,14.75,0.23,on,14.76,194,1.000,0.00,0.00,0.00,1.0,0,-4.00,0.66,63,86,3.10,65.82,0.82,4.26,200,774,0.00,3.5,0.00,0
483.910,-5.47,11.72,14.20,off,off,-10.47,14.75,0.23,on,14.76,194,1.000,0.00,0.00,0.00,1.0,0,-4.00,0.66,63,86,3.05,66.08,0.80,4.17,200,769,0.00,3.5,0.00,0
483.967,-5.47,11.72,14.24,off,off,-10.51,14.75,0.23,on,14.76,194,1.000,0.00,0.00,0.00,1.0,0,-3.50,0.66,63,86,3.04,66.11,0.84,4.14,200,770,0.00,3.5,0.00,0
484.025,-5.47,11.72,14.26,off,off,-10.55,14.75,0.23,on,14.76,194,1.000,0.00,0.00,0.00,1.0,0,-3.50,0.65,63,86,3.00,66.42,0.82,4.10,200,762,0.00,3.9,0.00,0
484.095,-5.47,11.72,14.29,off,off,-10.57,14.75,0.23,on,14.76,194,1.000,0.00,0.00,0.00,1.0,0,-3.00,0.65,63,86,3.01,66.33,0.86,4.08,200,766,0.00,3.9,0.00,0
484.175,-5.47,11.72,14.33,off,off,-10.56,14.75,0.23,on,14.76,194,1.000,0.00,0.00,0.00,1.0,0,-3.00,0.65,63,86,2.98,66.59,0.86,4.09,200,757,0.00,3.9,0.00,0
484.242,-5.47,11.72,14.34,off,off,-10.56,14.75,0.23,on,14.76,194,1.000,0.00,0.00,0.00,1.0,0,-2.50,0.64,63,86,2.98,66.63,0.88,4.09,200,755,0.00,3.9,0.00,0
484.286,-5.47,11.72,14.37,off,off,-10.52,14.75,0.23,on,14.76,194,1.000,0.00,0.00,0.00,1.0,0,-2.50,0.65,63,86,2.99,66.46,0.88,4.13,200,760,0.00,3.9,0.00,0
484.344,-5.47,11.72,14.40,off,off,-10.52,14.75,0.23,on,14.76,194,1.000,0.00,0.00,0.00,1.0,0,-2.50,0.64,63,86,2.98,66.60,0.88,4.13,200,753,0.00,3.9,0.00,0
484.420,-5.47,11.72,14.40,off,off,-10.51,14.75,0.23,on,14.76,194,1.000,0.00,0.00,0.00,1.0,0,-1.50,0.64,63,86,2.98,66.64,0.86,4.14,200,752,0.00,3.9,0.00,0
484.464,-5.47,11.72,14.41,off,off,-10.50,14.75,0.23,on,14.76,194,1.000,0.00,0.00,0.00,1.0,0,-1.50,0.65,63,86,2.99,66.47,0.86,4.15,200,757,0.00,3.9,0.00,0
484.524,-6.25,11.72,14.42,off,off,-10.50,14.75,0.23,on,14.76,194,1.000,0.00,0.00,0.00,1.0,0,-1.50,0.65,63,86,3.00,66.47,0.88,4.15,200,757,0.00,3.9,0.00,0
484.600,-6.25,11.72,14.43,off,off,-10.51,14.75,0.23,on,14.76,194,1.000,0.00,0.00,0.00,1.0,0,-1.50,0.65,63,86,3.02,66.24,0.88,4.14,200,765,0.00,3.9,0.00,0
484.644,-6.25,11.72,14.43,off,off,-10.51,14.75,0.23,on,14.76,194,1.000,0.00,0.00,0.00,1.0,0,-1.50,0.65,63,86,3.00,66.41,0.86,4.14,200,759,0.00,3.9,0.00,0
484.704,-6.25,11.72,14.43,off,off,-10.52,14.75,0.23,on,14.76,194,1.000,0.00,0.00,0.00,1.0,0,-1.50,0.65,63,86,2.99,66.49,0.86,4.12,200,758,0.00,3.9,0.00,0
484.773,-6.25,11.72,14.43,off,off,-10.53,14.75,0.23,on,14.76,194,1.000,0.00,0.00,0.00,1.0,0,-1.50,0.65,63,86,2.99,66.50,0.88,4.12,200,758,0.00,3.9,0.00,0
484.827,-6.25,11.72,14.43,off,off,-10.54,14.75,0.23,on,14.76,194,1.000,0.00,0.00,0.00,1.0,0,-1.00,0.64,63,86,2.99,66.48,0.86,4.11,200,759,0.00,3.9,0.00,0
484.893,-6.25,11.72,14.42,off,off,-10.55,14.75,0.23,on,14.76,194,1.000,0.00,0.00,0.00,1.0,0,-1.00,0.65,63,86,2.99,66.35,0.86,4.10,200,765,0.00,3.9,0.00,0
484.948,-6.25,11.72,14.43,off,off,-10.55,14.75,0.23,on,14.76,194,1.000,0.00,0.00,0.00,1.0,0,-1.00,0.65,63,86,2.99,66.36,0.84,4.10,200,764,0.00,3.9,0.00,0
485.005,-6.25,11.72,14.41,off,off,-10.57,14.75,0.23,on,14.76,194,1.000,0.00,0.00,0.00,1.0,0,-0.50,0.65,63,86,2.98,66.46,0.82,4.07,200,762,0.00,3.9,0.00,0
485.069,-7.03,11.72,14.43,off,off,-10.57,14.75,0.23,on,14.76,194,1.000,0.00,0.00,0.00,1.0,0,-0.50,0.65,63,86,2.99,66.35,0.84,4.07,200,766,0.00,3.9,0.00,0
